code_muni,tmax_mean,tmin_mean,pr_mean,rh_mean,rs_mean
1505551,23.948233512785514,16.359174723741315,35.488627981079716,60.240237557010055,13.338586594981575
1505601,23.563046502699297,17.478794708708083,28.144724431680736,64.06748695489885,11.173982021774869
1505635,24.308601895828204,16.257650747956454,60.52236626768756,60.51379953204116,13.409638321521241
1505650,23.488565060944065,17.197190515102356,133.8665356422405,62.48988831051988,12.418342168508492
1505700,24.108504774267544,18.163231474404252,125.47992553359745,63.54618206117062,12.15990569802797
1505809,24.141817645576428,17.023690002222715,457.37976042932087,62.321839063310286,12.457758294934399
1505908,24.023581586638247,17.359848568994256,276.1849075222889,62.251389874154135,12.393342497832899
1506005,22.944804186972096,17.20078359936045,242.74172009999117,62.63370572856929,12.88113998554367
1506104,23.575233372223472,17.544582406533312,27.82364808912892,64.16720073801977,11.185093045853376
1506112,23.70034957386361,17.57919709457679,23.185172480548307,64.20173478797034,11.1943462174353
1506138,24.096965632598167,16.47701430128354,60.56663549390704,59.1000098696442,13.31870103407074
1506161,23.94516882576713,16.182721549321506,71.60360048024657,60.59040851346239,13.428989292284204
1506187,23.964929853701534,16.40786697566859,124.45650535767967,60.9643446069578,12.654219659526303
1506195,23.797851428214653,17.410631068645507,142.48078779617597,62.86733944598638,12.545239988994291
1506203,23.146531121326532,17.787430467438217,22.84782720858192,64.2083656595093,11.154505508796076
1506302,23.460497697533278,18.69436539826967,49.02013441399024,63.94701261956249,11.559772153326502
1506351,24.018956127102125,17.922739491924784,25.3000187821337,64.13827901282413,11.389803503903433
1506401,23.83526463849151,18.26346828050238,47.257433293252795,63.96087739255253,11.985858993998296
1506500,23.962666334090272,17.793623781290798,41.232616376770366,64.26946678888403,11.385691830497061
1506559,23.69023132736974,17.213044304916625,66.283380911825,64.43769869446194,11.631866751404855
1506583,24.271977248815862,16.104513075535007,126.40422894443427,58.313683873768284,13.29359825977732
1506609,23.634257102284597,17.516615921985622,26.72489591554166,64.53702131804613,11.33465232935345
1506708,24.409566098360667,15.844428807147231,127.9906361433214,58.78820651061308,13.216188273965402
1506807,23.779222630279165,17.70968008835411,364.4985014484086,63.27933234301671,12.780791943586769
1506906,23.351652510317717,17.633859182784484,20.832764231041075,64.16466592039318,11.162887122735661
1507003,23.785093034656956,18.109874798850694,44.4418462760882,64.2450229379178,11.406233334647133
1507102,23.569340706929705,18.261564288439203,44.422358254385244,64.30003076820184,11.339203028897034
1507151,24.203003215975183,16.420336495910032,30.050815198924216,60.03920014498607,12.93945639785554
1507201,23.89595039340147,17.534001578366986,71.13786834716412,64.5878213788339,11.688835536392117
1507300,23.84053374774439,16.061460093573224,965.0803573448893,61.16415226564441,12.736607928773466
1507409,23.580123722387103,17.71612571910496,37.35969699556926,64.39939703820754,11.294804507201896
1507458,24.182246895358315,16.13944732854274,61.626405556959426,60.224678969719044,13.239085440913067
1507466,23.561581751937265,18.03821004821346,23.665152167387966,64.28217217522703,11.285472320413497
1507474,23.40342615719692,17.699301439888355,29.703203318017085,64.17971875461063,11.170639824380162
1507508,24.310785412403618,16.682736762856162,33.706647947682285,60.01025052641042,12.852100070163678
1507607,23.77943903554948,17.55621611835881,59.794493027365476,64.67704439596514,11.460912938234111
1507706,24.1987169663741,17.854589557909176,72.46107307519306,63.379447127460665,12.666648304336945
1507755,24.048656695500505,16.204970876778095,31.67843353348148,60.79069515844116,13.437090916349225
1507805,23.85942329840621,16.625140865101642,261.1756886612002,61.96950398186143,11.95995784070815
1507904,23.453560567511236,18.65590221495171,102.54033299687104,63.95670124445058,11.520428927728968
1507953,23.923754405505747,17.243166316510507,117.63735874523015,62.667456257528684,12.606036139258617
1507961,23.553936946301988,17.836664682518727,21.666928041142633,64.3164976222458,11.23597246436774
1507979,23.768623760416055,17.731594754356735,51.596574619472776,63.75087444320268,12.45045413826964
